ds,yhat,yhat_lower,yhat_upper
2020-01-17 23:00:00,18.890565457606968,16.53438170302355,21.229033592286765
2020-01-18 23:00:00,18.904209074168634,16.627065758085315,21.3012065631157
2020-01-19 23:00:00,18.92334871795197,16.511590577503807,21.517856099758255
2020-01-20 23:00:00,18.913020911812268,16.691655984485678,21.343821677786256
2020-01-21 23:00:00,18.957093667318404,16.624385288071736,21.486186054403092
2020-01-22 23:00:00,18.993447548239946,16.654321913035695,21.53400148848473
2020-01-23 23:00:00,19.105116122412138,16.841903686843338,21.36368559469604
2020-01-24 23:00:00,19.07316134385196,16.70983961595783,21.503197076621667
2020-01-25 23:00:00,19.117483521168218,16.69121347750013,21.559753392181435
2020-01-26 23:00:00,19.171904295754047,16.669410330165054,21.51987434670447
2020-01-27 23:00:00,19.20104325644983,16.96400706699767,21.632763793865546
2020-01-28 23:00:00,19.288256767862418,16.864877770753147,21.743077357980848
2020-01-29 23:00:00,19.370830473332198,17.034125735521542,21.853488969190416
2020-01-30 23:00:00,19.531132993417543,17.06609695039845,21.928111510958615
2020-01-31 23:00:00,19.549506033330424,17.131576944296373,21.87763527218674
